ĐỀ MỤC,CHỦ ĐỀ CON,MÃ SỐ,CÂU HỎI,CÂU TRẢ LỜI,keywords
Tình trạng khô miệng và loét miệng,,Q022,Các biện pháp giảm triệu chứng xerostomia gồm những gì?,"Kích thích tiết nước bọt (nhai kẹo không đường, xylitol), dùng nước bọt nhân tạo, uống đủ nước.",xerostomia; khô miệng; điều trị khô miệng; giảm triệu chứng; kích thích tiết nước bọt; nước bọt nhân tạo; xylitol; biện pháp khắc phục
Tình trạng khô miệng và loét miệng,,Q023,Kiểm soát đường huyết có cải thiện xerostomia không?,"Có, giúp giảm triệu chứng và cải thiện chức năng tuyến nước bọt.",Kiểm soát đường huyết; xerostomia; khô miệng; tiểu đường; đái tháo đường; tuyến nước bọt; biến chứng tiểu đường; quản lý đường huyết
Tình trạng khô miệng và loét miệng,,Q024,Vai trò của bác sĩ RHM khi điều trị bệnh nhân xerostomia là gì?,"Chẩn đoán, tìm nguyên nhân, tư vấn vệ sinh răng miệng, điều trị phòng ngừa sâu răng và viêm nha chu.",bác sĩ RHM; điều trị xerostomia; quản lý khô miệng; vai trò nha sĩ; giải pháp khô miệng; tư vấn bệnh nhân; thuốc tăng tiết nước bọt
Tình trạng khô miệng và loét miệng,,Q025,Tại sao cần phối hợp liên chuyên khoa khi điều trị xerostomia ở bệnh nhân ĐTĐ?,"Vì cần kết hợp kiểm soát bệnh toàn thân, điều chỉnh thuốc và hỗ trợ điều trị nha khoa.",Xerostomia; khô miệng; đái tháo đường; ĐTĐ; liên chuyên khoa; phối hợp điều trị; quản lý toàn thân; biến chứng tiểu đường
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q001,Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh tiểu đường như thế nào?,"Viêm nha chu tạo ra tình trạng viêm mạn tính trong cơ thể, làm tăng các chất gây viêm như TNF-α, CRP và IL-6. Những chất này gây giảm độ nhạy insulin, khiến đường huyết khó kiểm soát hơn. Khi đường huyết cao, phản ứng viêm tại nướu càng mạnh, tạo ra vòng xoắn bệnh lý giữa tiểu đường và nha chu.",viêm nha chu; tiểu đường; kiểm soát đường huyết; đề kháng insulin; viêm mạn tính; cytokine; vòng xoắn bệnh lý; biến chứng tiểu đường
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q002,Viêm nha chu có thể làm tăng nguy cơ biến chứng tiểu đường không?,"Có. Tình trạng viêm toàn thân kéo dài từ nha chu có thể ảnh hưởng đến mạch máu, thần kinh và các cơ quan khác, làm tăng nguy cơ biến chứng như bệnh tim mạch, bệnh thận, bệnh về mắt và biến chứng thần kinh ngoại biên.",viêm nha chu; tiểu đường; biến chứng tiểu đường; ĐTĐ; viêm toàn thân; ảnh hưởng ĐTĐ; mối liên hệ nha chu; bệnh tim mạch; biến chứng thận; biến chứng mắt
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q003,Cơ chế viêm nha chu ảnh hưởng đến chức năng tuyến tụy như thế nào?,"Cytokine viêm, đặc biệt TNF-α và IL-1β, có thể làm giảm hoạt động của tế bào beta tuyến tụy – nơi sản xuất insulin, từ đó làm giảm khả năng điều hòa đường huyết.",viêm nha chu; chức năng tuyến tụy; cơ chế ảnh hưởng; viêm hệ thống; kháng insulin; suy tuyến tụy; tế bào beta; tuyến tụy
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q004,Stress oxy hóa trong viêm nha chu ảnh hưởng gì đến bệnh tiểu đường?,"Stress oxy hóa là sự mất cân bằng giữa gốc tự do và chất chống oxy hóa. Ở người bị nha chu, stress oxy hóa gia tăng làm tổn thương tế bào và mạch máu, giảm độ nhạy insulin và khiến biến chứng tiểu đường tiến triển nhanh hơn.",Stress oxy hóa; viêm nha chu; tiểu đường; đái tháo đường; đề kháng insulin; biến chứng đái tháo đường; gốc tự do; tổn thương mạch máu
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q005,TNF-α trong viêm nha chu gây hại thế nào cho bệnh nhân ĐTĐ?,"TNF-α không chỉ phá hủy mô nha chu mà còn ức chế tín hiệu insulin, làm tăng đường huyết và thúc đẩy viêm toàn thân – yếu tố làm tăng nguy cơ biến chứng mạch máu ở người ĐTĐ.",TNF-α; viêm nha chu; đái tháo đường; cơ chế; đề kháng insulin; tăng đường huyết; viêm toàn thân; biến chứng mạch máu
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q006,CRP cao ở bệnh nhân nha chu cho thấy điều gì?,"CRP là dấu hiệu viêm toàn thân. Ở bệnh nhân vừa mắc ĐTĐ vừa có nha chu, CRP thường cao, cho thấy phản ứng viêm mạn tính, làm tăng nguy cơ bệnh tim mạch và biến chứng thận.",CRP cao; protein phản ứng C; viêm hệ thống; chỉ dấu viêm; nguy cơ tim mạch; dấu hiệu viêm; viêm mạn tính
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q007,Viêm nha chu ảnh hưởng thế nào đến bệnh lý mạch máu ở người ĐTĐ?,"Tình trạng viêm và stress oxy hóa từ nha chu có thể làm tổn thương lớp nội mô mạch máu, thúc đẩy xơ vữa động mạch và tăng nguy cơ tắc mạch, gây biến chứng tim hoặc đột quỵ.",Viêm nha chu; đái tháo đường; bệnh mạch máu; xơ vữa động mạch; biến chứng tim mạch; tổn thương nội mô; liên quan nha chu ĐTĐ; đột quỵ
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q008,Mối liên hệ giữa viêm nha chu và biến chứng thận ở bệnh nhân ĐTĐ là gì?,"Phản ứng viêm từ nha chu làm tổn thương mạch máu nhỏ ở thận, thúc đẩy quá trình xơ hóa cầu thận, làm bệnh thận do tiểu đường tiến triển nhanh hơn.",Viêm nha chu; tiểu đường; biến chứng thận; bệnh thận ĐTĐ; mối liên hệ; nha chu tiểu đường; cơ chế thận; viêm hệ thống
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q009,Viêm nha chu ảnh hưởng đến biến chứng mắt như thế nào?,"Viêm mạn tính có thể làm tăng tổn thương vi mạch ở võng mạc, góp phần làm bệnh võng mạc tiểu đường nặng hơn và ảnh hưởng đến thị lực.",biến chứng mắt; bệnh võng mạc; võng mạc tiểu đường; viêm nha chu; đái tháo đường; viêm hệ thống; thị lực
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q010,Bệnh nha chu và biến chứng thần kinh ở bệnh nhân ĐTĐ liên quan thế nào?,"Viêm nha chu làm tăng phản ứng viêm toàn thân và giảm lưu thông máu, có thể góp phần làm tổn thương dây thần kinh ngoại biên nhanh hơn ở người ĐTĐ.",Viêm nha chu; biến chứng thần kinh; bệnh ĐTĐ; thần kinh ngoại biên; mối liên hệ ĐTĐ; tổn thương thần kinh; viêm toàn thân
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q011,Viêm nha chu có thể ảnh hưởng đến lipid máu không?,"Có. Tình trạng viêm kéo dài có thể làm rối loạn chuyển hóa lipid, tăng LDL và triglyceride, giảm HDL, từ đó làm tăng nguy cơ xơ vữa động mạch ở bệnh nhân ĐTĐ.",Viêm nha chu; lipid máu; mỡ máu; rối loạn lipid; chuyển hóa lipid; LDL; triglyceride; xơ vữa động mạch
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q012,Cytokine viêm trong nha chu tác động thế nào đến kháng insulin?,"Cytokine như TNF-α và IL-6 ức chế các tín hiệu của insulin trong tế bào, khiến glucose không được hấp thu hiệu quả, làm tăng đường huyết.",cytokine viêm; kháng insulin; đề kháng insulin; nha chu; cơ chế tác động; viêm; insulin; đường huyết
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q013,Vì sao viêm nha chu có thể làm bệnh tim ở bệnh nhân ĐTĐ nặng hơn?,"Viêm nha chu làm tăng viêm toàn thân, gây rối loạn lipid, tổn thương nội mô và hình thành mảng xơ vữa nhanh hơn – những yếu tố chính dẫn đến bệnh tim mạch ở bệnh nhân ĐTĐ.",viêm nha chu; đái tháo đường; bệnh tim; nha chu tim; biến chứng tim mạch; viêm toàn thân; xơ vữa động mạch; rối loạn lipid
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q014,Có bằng chứng khoa học nào về mối liên hệ giữa nha chu và biến chứng ĐTĐ?,"Nhiều nghiên cứu dịch tễ và lâm sàng đã chứng minh rằng bệnh nhân ĐTĐ có nha chu nặng sẽ có nguy cơ biến chứng tim mạch, thận, mắt cao hơn đáng kể so với người không bị nha chu.",Nha chu ĐTĐ; viêm nha chu; biến chứng tiểu đường; bằng chứng khoa học; mối liên hệ; tương quan nha chu; kiểm soát ĐTĐ; biến chứng tim mạch
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q015,Điều trị nha chu có giúp giảm biến chứng tiểu đường không?,"Có. Điều trị nha chu làm giảm viêm, cải thiện độ nhạy insulin, giúp kiểm soát đường huyết tốt hơn và có thể làm chậm tiến triển biến chứng mạch máu.",điều trị nha chu; giảm biến chứng; kiểm soát tiểu đường; đường huyết; cải thiện sức khỏe; lợi ích điều trị; ổn định ĐTĐ
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q016,Kiểm soát đường huyết tốt có giúp giảm tác hại của nha chu không?,"Có. Khi HbA1c ở mức mục tiêu, phản ứng viêm tại nướu giảm, mô nha chu hồi phục nhanh hơn và giảm nguy cơ ảnh hưởng đến các cơ quan khác.",đường huyết; nha chu; đái tháo đường; kiểm soát đường huyết; viêm nha chu; HbA1c; hồi phục nha chu
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q017,Có mối quan hệ hai chiều giữa nha chu và ĐTĐ không?,"Có. Tiểu đường làm tăng nguy cơ nha chu, và nha chu lại làm đường huyết khó kiểm soát hơn, từ đó làm biến chứng ĐTĐ nặng hơn.",Nha chu; Đái tháo đường; Quan hệ hai chiều; Kiểm soát đường huyết; Biến chứng ĐTĐ; Tiểu đường nha chu; Ảnh hưởng nha chu; Đường huyết
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q018,Tại sao nha chu lại được coi là yếu tố nguy cơ biến chứng ĐTĐ?,"Vì nha chu tạo ra một nguồn viêm mạn tính lớn, tác động đến toàn bộ hệ thống mạch máu và chuyển hóa trong cơ thể, ảnh hưởng đến mọi cơ quan bị tổn thương trong ĐTĐ.",yếu tố nguy cơ; biến chứng ĐTĐ; viêm hệ thống; đường huyết; đề kháng insulin; tác động toàn thân; nha chu
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q019,Nha chu ảnh hưởng thế nào đến thời gian lành thương ở bệnh nhân ĐTĐ?,"Viêm nha chu làm tăng cytokine viêm và stress oxy hóa, cản trở tái tạo mô, khiến thời gian lành thương lâu hơn và dễ nhiễm trùng.",Viêm nha chu; đái tháo đường; lành thương; chậm lành thương; tái tạo mô; cytokine viêm; stress oxy hóa; biến chứng ĐTĐ
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q020,Viêm nha chu có thể làm tăng nguy cơ tử vong ở bệnh nhân ĐTĐ không?,Có. Các nghiên cứu cho thấy bệnh nhân ĐTĐ có nha chu nặng có nguy cơ tử vong do tim mạch và các nguyên nhân khác cao hơn so với người không bị nha chu.,viêm nha chu; đái tháo đường; tử vong; nguy cơ tử vong; bệnh nha chu; tiểu đường; biến chứng tim mạch; mối liên hệ
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q021,Nha chu ảnh hưởng thế nào đến huyết áp ở bệnh nhân ĐTĐ?,Viêm nha chu có thể góp phần làm tăng huyết áp thông qua cơ chế viêm toàn thân và tổn thương nội mô mạch máu.,huyết áp; tăng huyết áp; nha chu; đái tháo đường; bệnh tim mạch; viêm hệ thống; cao huyết áp
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q022,Viêm nha chu có ảnh hưởng đến cân nặng bệnh nhân ĐTĐ không?,"Tình trạng viêm và stress oxy hóa có thể ảnh hưởng đến chuyển hóa, nhưng mối liên hệ cụ thể với cân nặng cần thêm nghiên cứu.",Viêm nha chu; đái tháo đường; cân nặng; mối liên hệ; ảnh hưởng; chuyển hóa; béo phì; viêm hệ thống; stress oxy hóa
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q023,Có xét nghiệm nào giúp đánh giá tác động của nha chu lên biến chứng ĐTĐ không?,"Có thể đo nồng độ CRP, HbA1c, lipid máu và đánh giá lâm sàng các biến chứng mạch máu để theo dõi mối liên hệ này.",xét nghiệm nha chu; đánh giá ĐTĐ; marker viêm; HbA1c; CRP; lipid máu; biến chứng mạch máu; theo dõi ĐTĐ; kiểm soát ĐTĐ
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q024,Việc kết hợp điều trị nha chu và tư vấn dinh dưỡng có lợi gì cho bệnh nhân ĐTĐ?,"Kết hợp này giúp giảm viêm, cải thiện đường huyết, ổn định lipid máu và giảm nguy cơ biến chứng tim, thận, mắt.",điều trị nha chu; tư vấn dinh dưỡng; lợi ích ĐTĐ; kiểm soát đường huyết; giảm biến chứng ĐTĐ; sức khỏe toàn thân; chăm sóc tích hợp
Viêm nha chu ảnh hưởng đến việc kiểm soát bệnh ĐTĐ và các biến chứng của nó thông qua cơ chế nào?,,Q025,Thông điệp chính cho bệnh nhân ĐTĐ về nha chu là gì?,"Hãy chăm sóc răng miệng kỹ lưỡng, điều trị nha chu sớm và duy trì kiểm soát đường huyết tốt – đây là chìa khóa để bảo vệ sức khỏe toàn thân và giảm nguy cơ biến chứng tiểu đường.",Nha chu ĐTĐ; chăm sóc răng miệng; kiểm soát đường huyết; lời khuyên bệnh nhân; giáo dục nha chu; biến chứng tiểu đường; điều trị nha chu; sức khỏe răng miệng
